"","YY","MM","DD","hh","mm","WDIR","WSPD","GST","WVHT","DPD","APD","MWD","PRES","ATMP","WTMP","DEWP","VIS","TIDE"
"5206",2024,8,9,5,22,280,6.2,NA,NA,NA,NA,NA,1013.3,12.3,12,NA,NA,NA
"5207",2024,8,9,6,22,310,6.2,NA,NA,NA,NA,NA,1013.3,12.2,12.1,NA,NA,NA
"5208",2024,8,9,7,22,290,3.6,NA,NA,NA,NA,NA,1013.8,12.1,12,NA,NA,NA
"5209",2024,8,9,8,22,300,3.1,NA,NA,NA,NA,NA,1013.8,12.2,12.1,NA,NA,NA
"5210",2024,8,9,9,22,250,4.1,NA,NA,NA,NA,NA,1013.7,11.9,11.9,NA,NA,NA
"5211",2024,8,9,10,22,300,5.1,NA,NA,NA,NA,NA,1013.4,11.6,12,NA,NA,NA
"5212",2024,8,9,11,22,300,5.1,NA,NA,NA,NA,NA,1013.3,11.5,12,NA,NA,NA
"5213",2024,8,9,12,22,320,4.6,NA,NA,NA,NA,NA,1013.2,11.4,12,NA,NA,NA
"5214",2024,8,9,13,22,290,5.1,NA,NA,NA,NA,NA,1013.3,11.2,11.9,NA,NA,NA
"5215",2024,8,9,14,22,320,3.6,NA,NA,NA,NA,NA,1013.7,11.2,11.9,NA,NA,NA
"5216",2024,8,9,15,22,260,2.6,NA,NA,NA,NA,NA,1013.9,11,12,NA,NA,NA
"5217",2024,8,9,16,22,290,2.6,NA,NA,NA,NA,NA,1014.6,11.3,12.2,NA,NA,NA
"5218",2024,8,9,17,22,300,3.6,NA,NA,NA,NA,NA,1014.8,11.8,12.3,NA,NA,NA
"5219",2024,8,9,18,22,290,4.6,NA,NA,NA,NA,NA,1015,12,12.4,NA,NA,NA
"5220",2024,8,9,19,22,280,7.2,NA,NA,NA,NA,NA,1014.8,12,12.3,NA,NA,NA
"5221",2024,8,9,20,22,280,8.2,NA,NA,NA,NA,NA,1013.6,12.2,12.4,NA,NA,NA
"5222",2024,8,9,21,22,280,7.7,NA,NA,NA,NA,NA,1013.4,12.4,12,NA,NA,NA
"5223",2024,8,9,22,22,280,6.7,NA,NA,NA,NA,NA,1013,12.5,12.1,NA,NA,NA
"5224",2024,8,9,23,22,270,7.7,NA,NA,NA,NA,NA,1012.6,12.8,12.2,NA,NA,NA
"5225",2024,8,10,0,22,280,9.8,NA,NA,NA,NA,NA,1012.1,12.8,12.1,NA,NA,NA
"5226",2024,8,10,1,22,280,9.8,NA,NA,NA,NA,NA,1011.9,12.9,12,NA,NA,NA
"5227",2024,8,10,2,22,310,10.8,NA,NA,NA,NA,NA,1011.9,12.9,11.9,NA,NA,NA
"5228",2024,8,10,3,22,290,8.2,NA,NA,NA,NA,NA,1012.4,12.4,11.8,NA,NA,NA
"5229",2024,8,10,4,22,290,9.3,NA,NA,NA,NA,NA,1013,11.8,11.7,NA,NA,NA
"5230",2024,8,10,5,22,290,8.2,NA,NA,NA,NA,NA,1013.6,11.7,11.7,NA,NA,NA
"5231",2024,8,10,6,22,290,8.2,NA,NA,NA,NA,NA,1014.1,11.7,11.6,NA,NA,NA
"5232",2024,8,10,7,22,300,7.7,NA,NA,NA,NA,NA,1014.1,11.7,11.5,NA,NA,NA
"5233",2024,8,10,8,22,290,6.2,NA,NA,NA,NA,NA,1014,11.7,11.5,NA,NA,NA
"5234",2024,8,10,9,22,300,6.2,NA,NA,NA,NA,NA,1013.8,11.7,11.4,NA,NA,NA
"5235",2024,8,10,10,22,310,5.7,NA,NA,NA,NA,NA,1013.7,11.8,11.4,NA,NA,NA
"5236",2024,8,10,11,22,310,4.6,NA,NA,NA,NA,NA,1014.3,11.8,11.5,NA,NA,NA
"5237",2024,8,10,12,22,320,4.1,NA,NA,NA,NA,NA,1013.7,11.7,11.5,NA,NA,NA
"5238",2024,8,10,13,22,300,0.5,NA,NA,NA,NA,NA,1014,11.6,11.6,NA,NA,NA
"5239",2024,8,10,14,22,350,2.6,NA,NA,NA,NA,NA,1014.4,11.6,11.6,NA,NA,NA
"5240",2024,8,10,15,22,290,2.1,NA,NA,NA,NA,NA,1014.9,11.5,11.8,NA,NA,NA
"5241",2024,8,10,16,22,300,1,NA,NA,NA,NA,NA,1015.1,11.7,12.2,NA,NA,NA
"5242",2024,8,10,17,22,290,3.1,NA,NA,NA,NA,NA,1015.7,11.8,12.4,NA,NA,NA
"5243",2024,8,10,18,22,280,4.1,NA,NA,NA,NA,NA,1015.6,11.8,12.6,NA,NA,NA
"5244",2024,8,10,19,22,280,7.7,NA,NA,NA,NA,NA,1015.2,11.7,12.7,NA,NA,NA
"5245",2024,8,10,20,22,280,8.2,NA,NA,NA,NA,NA,1014.1,11.6,12.8,NA,NA,NA
"5246",2024,8,10,21,22,270,7.7,NA,NA,NA,NA,NA,1013.8,11.8,12.8,NA,NA,NA
"5247",2024,8,10,22,22,290,8.8,NA,NA,NA,NA,NA,1013.7,12,12.8,NA,NA,NA
"5248",2024,8,10,23,22,280,9.3,NA,NA,NA,NA,NA,1013,11.9,12.8,NA,NA,NA
"5249",2024,8,11,0,22,290,8.2,NA,NA,NA,NA,NA,1012.9,12.2,12.8,NA,NA,NA
"5250",2024,8,11,1,22,290,7.7,NA,NA,NA,NA,NA,1012.6,12.2,12.3,NA,NA,NA
"5251",2024,8,11,2,22,290,8.8,NA,NA,NA,NA,NA,1012.6,12.6,12,NA,NA,NA
"5252",2024,8,11,3,22,300,7.2,NA,NA,NA,NA,NA,1012.8,12.4,11.8,NA,NA,NA
"5253",2024,8,11,4,22,300,6.2,NA,NA,NA,NA,NA,1013.4,12.5,11.8,NA,NA,NA
"5254",2024,8,11,5,22,290,5.7,NA,NA,NA,NA,NA,1013.5,12.3,11.7,NA,NA,NA
"5255",2024,8,11,6,22,300,5.7,NA,NA,NA,NA,NA,1013.6,12.4,11.7,NA,NA,NA
"5256",2024,8,11,7,22,290,6.7,NA,NA,NA,NA,NA,1013.8,12.1,11.6,NA,NA,NA
"5257",2024,8,11,8,22,300,5.7,NA,NA,NA,NA,NA,1014,12.4,11.8,NA,NA,NA
"5258",2024,8,11,9,22,300,6.7,NA,NA,NA,NA,NA,1013.4,12.4,11.8,NA,NA,NA
"5259",2024,8,11,10,22,290,6.7,NA,NA,NA,NA,NA,1014,12.2,11.7,NA,NA,NA
"5260",2024,8,11,11,22,290,5.7,NA,NA,NA,NA,NA,1013.4,12.1,11.7,NA,NA,NA
"5261",2024,8,11,13,22,290,8.8,NA,NA,NA,NA,NA,1014.6,11.7,11.7,NA,NA,NA
"5262",2024,8,11,14,22,290,6.2,NA,NA,NA,NA,NA,1014.8,11.8,11.7,NA,NA,NA
"5263",2024,8,11,15,22,290,7.7,NA,NA,NA,NA,NA,1015.3,11.7,11.9,NA,NA,NA
"5264",2024,8,11,16,22,300,6.2,NA,NA,NA,NA,NA,1015.5,11.8,12.1,NA,NA,NA
"5265",2024,8,11,17,22,300,2.6,NA,NA,NA,NA,NA,1016.1,12,12.3,NA,NA,NA
"5266",2024,8,11,18,22,300,6.7,NA,NA,NA,NA,NA,1015.5,12.1,12.5,NA,NA,NA
"5267",2024,8,11,19,22,280,6.7,NA,NA,NA,NA,NA,1015.4,12.4,12.7,NA,NA,NA
"5268",2024,8,11,20,22,280,5.7,NA,NA,NA,NA,NA,1014.9,12.1,12.6,NA,NA,NA
"5269",2024,8,11,22,22,270,6.2,NA,NA,NA,NA,NA,1014.2,12.9,12.2,NA,NA,NA
"5270",2024,8,12,0,22,260,5.7,NA,NA,NA,NA,NA,1014,13,12.2,NA,NA,NA
"5271",2024,8,12,1,22,270,5.7,NA,NA,NA,NA,NA,1013.6,12.6,12.1,NA,NA,NA
"5272",2024,8,12,2,22,280,7.2,NA,NA,NA,NA,NA,1014,12.1,12.1,NA,NA,NA
"5273",2024,8,12,3,22,290,9.8,NA,NA,NA,NA,NA,1013.6,12,12,NA,NA,NA
"5274",2024,8,12,4,22,300,8.8,NA,NA,NA,NA,NA,1014,11.7,12,NA,NA,NA
"5275",2024,8,12,5,22,310,5.7,NA,NA,NA,NA,NA,1014.5,11.6,12,NA,NA,NA
"5276",2024,8,12,6,22,310,3.6,NA,NA,NA,NA,NA,1014.9,11.7,12,NA,NA,NA
"5277",2024,8,12,7,22,310,4.1,NA,NA,NA,NA,NA,1015.3,11.7,12,NA,NA,NA
"5278",2024,8,12,10,22,280,3.6,NA,NA,NA,NA,NA,1014.9,12.3,12,NA,NA,NA
"5279",2024,8,12,11,22,280,3.1,NA,NA,NA,NA,NA,1014.8,12.1,12,NA,NA,NA
"5280",2024,8,12,12,22,290,2.6,NA,NA,NA,NA,NA,1014.7,12,11.9,NA,NA,NA
"5281",2024,8,12,13,22,310,2.6,NA,NA,NA,NA,NA,1014.7,11.8,11.9,NA,NA,NA
"5282",2024,8,12,14,22,270,1.5,NA,NA,NA,NA,NA,1015.5,11.7,12,NA,NA,NA
"5283",2024,8,12,15,22,300,2.6,NA,NA,NA,NA,NA,1015.9,11.7,12.1,NA,NA,NA
"5284",2024,8,12,16,22,350,1.5,NA,NA,NA,NA,NA,1016.2,11.8,12.4,NA,NA,NA
"5285",2024,8,12,17,22,290,4.1,NA,NA,NA,NA,NA,1016.8,12.3,12.7,NA,NA,NA
"5286",2024,8,12,18,22,280,5.1,NA,NA,NA,NA,NA,1017.1,12.7,12.8,NA,NA,NA
"5287",2024,8,12,19,22,280,5.1,NA,NA,NA,NA,NA,1016.1,13,12.8,NA,NA,NA
"5288",2024,8,12,20,22,280,4.6,NA,NA,NA,NA,NA,1015.6,13.3,13.2,NA,NA,NA
"5289",2024,8,12,21,22,270,5.7,NA,NA,NA,NA,NA,1015.2,13.6,13.3,NA,NA,NA
"5290",2024,8,12,22,22,270,4.1,NA,NA,NA,NA,NA,1014.8,13.6,12.9,NA,NA,NA
"5291",2024,8,12,23,22,270,6.2,NA,NA,NA,NA,NA,1014,13.5,12.8,NA,NA,NA
"5292",2024,8,13,0,22,290,6.2,NA,NA,NA,NA,NA,1013.6,13.6,12.6,NA,NA,NA
"5293",2024,8,13,1,22,290,8.2,NA,NA,NA,NA,NA,1013.1,13.6,12.4,NA,NA,NA
"5294",2024,8,13,2,22,290,8.2,NA,NA,NA,NA,NA,1013,13.4,12.2,NA,NA,NA
"5295",2024,8,13,3,22,300,7.7,NA,NA,NA,NA,NA,1013.1,13.2,12.2,NA,NA,NA
"5296",2024,8,13,4,22,300,8.2,NA,NA,NA,NA,NA,1013.6,13.1,12.1,NA,NA,NA
"5297",2024,8,13,5,22,290,6.2,NA,NA,NA,NA,NA,1013.9,12.9,12.1,NA,NA,NA
"5298",2024,8,13,6,22,310,5.7,NA,NA,NA,NA,NA,1014.2,13,12.1,NA,NA,NA
"5299",2024,8,13,7,22,260,5.1,NA,NA,NA,NA,NA,1014,12.9,12.1,NA,NA,NA
"5300",2024,8,13,8,22,280,3.6,NA,NA,NA,NA,NA,1014.2,12.5,12.1,NA,NA,NA
"5301",2024,8,13,9,22,280,4.6,NA,NA,NA,NA,NA,1014.1,12.8,12.1,NA,NA,NA
"5302",2024,8,13,10,22,330,3.6,NA,NA,NA,NA,NA,1014,12.2,12,NA,NA,NA
"5303",2024,8,13,11,22,50,1.5,NA,NA,NA,NA,NA,1014.1,11.1,11.9,NA,NA,NA
"5304",2024,8,13,12,22,60,1,NA,NA,NA,NA,NA,1014.3,10.8,11.9,NA,NA,NA
"5305",2024,8,13,13,22,0,0,NA,NA,NA,NA,NA,1015,10.3,11.8,NA,NA,NA
"5306",2024,8,13,14,22,200,1,NA,NA,NA,NA,NA,1015.5,10.2,11.8,NA,NA,NA
"5307",2024,8,13,15,22,0,0,NA,NA,NA,NA,NA,1016.3,10.6,11.8,NA,NA,NA
"5308",2024,8,13,16,22,0,0,NA,NA,NA,NA,NA,1016.7,11.2,11.9,NA,NA,NA
"5309",2024,8,13,17,22,90,0.5,NA,NA,NA,NA,NA,1016,11.6,12.2,NA,NA,NA
"5310",2024,8,13,18,22,160,1.5,NA,NA,NA,NA,NA,1016.4,11.6,13,NA,NA,NA
"5311",2024,8,13,19,22,230,2.1,NA,NA,NA,NA,NA,1016.3,12.9,13.7,NA,NA,NA
"5312",2024,8,13,20,22,310,5.1,NA,NA,NA,NA,NA,1016.1,14.2,14,NA,NA,NA
"5313",2024,8,13,21,22,260,5.1,NA,NA,NA,NA,NA,1015.9,14.3,13.7,NA,NA,NA
"5314",2024,8,13,22,22,260,5.1,NA,NA,NA,NA,NA,1015.4,14.2,13.4,NA,NA,NA
"5315",2024,8,13,23,22,270,5.1,NA,NA,NA,NA,NA,1015,14,13.5,NA,NA,NA
"5316",2024,8,14,0,22,280,5.1,NA,NA,NA,NA,NA,1014.5,14,13.3,NA,NA,NA
"5317",2024,8,14,1,22,290,7.2,NA,NA,NA,NA,NA,1014.2,13.9,12.8,NA,NA,NA
"5318",2024,8,14,2,22,290,6.7,NA,NA,NA,NA,NA,1014.3,13.9,12.5,NA,NA,NA
"5319",2024,8,14,3,22,300,5.7,NA,NA,NA,NA,NA,1014.5,13.6,12.4,NA,NA,NA
"5320",2024,8,14,4,22,290,5.7,NA,NA,NA,NA,NA,1015.2,13.5,12.5,NA,NA,NA
"5321",2024,8,14,5,22,300,5.1,NA,NA,NA,NA,NA,1015.3,13.5,12.5,NA,NA,NA
"5322",2024,8,14,6,22,310,4.6,NA,NA,NA,NA,NA,1015.6,12.7,12.4,NA,NA,NA
"5323",2024,8,14,7,22,290,2.6,NA,NA,NA,NA,NA,1015.7,12.9,12.4,NA,NA,NA
"5324",2024,8,14,8,22,300,2.6,NA,NA,NA,NA,NA,1015.6,12.6,12.3,NA,NA,NA
"5325",2024,8,14,9,22,280,4.1,NA,NA,NA,NA,NA,1015.5,12.8,12.2,NA,NA,NA
"5326",2024,8,14,10,22,300,3.1,NA,NA,NA,NA,NA,1015.6,12.7,12.2,NA,NA,NA
"5327",2024,8,14,11,22,280,5.7,NA,NA,NA,NA,NA,1015.2,12.6,12.2,NA,NA,NA
"5328",2024,8,14,12,22,290,5.1,NA,NA,NA,NA,NA,1015.6,12.4,12.2,NA,NA,NA
"5329",2024,8,14,13,22,290,4.6,NA,NA,NA,NA,NA,1016,12.1,12.1,NA,NA,NA
"5330",2024,8,14,14,22,280,4.1,NA,NA,NA,NA,NA,1016.4,12.1,12.1,NA,NA,NA
"5331",2024,8,14,15,22,330,3.1,NA,NA,NA,NA,NA,1017.6,11.6,12.1,NA,NA,NA
"5332",2024,8,14,16,22,310,3.1,NA,NA,NA,NA,NA,1018.2,11.5,12.4,NA,NA,NA
"5333",2024,8,14,17,22,300,4.1,NA,NA,NA,NA,NA,1018.7,12,12.9,NA,NA,NA
"5334",2024,8,14,18,22,290,5.1,NA,NA,NA,NA,NA,1019.3,12.4,13.1,NA,NA,NA
"5335",2024,8,14,19,22,280,4.6,NA,NA,NA,NA,NA,1019.6,12.6,13,NA,NA,NA
"5336",2024,8,14,20,22,270,5.1,NA,NA,NA,NA,NA,1019.3,12.6,12.9,NA,NA,NA
"5337",2024,8,14,21,22,260,5.7,NA,NA,NA,NA,NA,1018.1,12.8,12.8,NA,NA,NA
"5338",2024,8,14,22,22,260,4.1,NA,NA,NA,NA,NA,1017.8,13.4,12.5,NA,NA,NA
"5339",2024,8,14,23,22,280,6.2,NA,NA,NA,NA,NA,1017,13.4,12.7,NA,NA,NA
"5340",2024,8,15,0,22,300,8.2,NA,NA,NA,NA,NA,1016.4,13.8,12.6,NA,NA,NA
"5341",2024,8,15,1,22,300,7.2,NA,NA,NA,NA,NA,1016.5,14.2,12.5,NA,NA,NA
"5342",2024,8,15,2,22,290,7.2,NA,NA,NA,NA,NA,1016.4,13.9,12.4,NA,NA,NA
"5343",2024,8,15,3,22,290,7.2,NA,NA,NA,NA,NA,1016.8,13.7,12.3,NA,NA,NA
"5344",2024,8,15,4,22,290,6.2,NA,NA,NA,NA,NA,1017.1,13.5,12.4,NA,NA,NA
"5345",2024,8,15,5,22,290,6.7,NA,NA,NA,NA,NA,1017.3,13.4,12.4,NA,NA,NA
"5346",2024,8,15,6,22,280,5.1,NA,NA,NA,NA,NA,1017.4,13.2,12.3,NA,NA,NA
"5347",2024,8,15,7,12,310,3.1,NA,NA,NA,NA,NA,1017.1,12.9,12.2,NA,NA,NA
"5348",2024,8,15,8,2,300,3.6,NA,NA,NA,NA,NA,1017.1,12.7,12.2,NA,NA,NA
"5349",2024,8,15,9,2,320,3.1,NA,NA,NA,NA,NA,1016.9,12.5,12.2,NA,NA,NA
"5350",2024,8,15,10,2,300,3.1,NA,NA,NA,NA,NA,1016.7,12.6,12.2,NA,NA,NA
"5351",2024,8,15,11,2,280,4.1,NA,NA,NA,NA,NA,1016.5,12.8,12.2,NA,NA,NA
"5352",2024,8,15,12,2,300,5.7,NA,NA,NA,NA,NA,1016.5,12.3,12.2,NA,NA,NA
"5353",2024,8,15,13,2,290,7.2,NA,NA,NA,NA,NA,1016.6,12,12.2,NA,NA,NA
"5354",2024,8,15,14,2,310,4.6,NA,NA,NA,NA,NA,1017.4,12.2,12.2,NA,NA,NA
"5355",2024,8,15,15,2,290,6.7,NA,NA,NA,NA,NA,1017.5,12.4,12.2,NA,NA,NA
"5356",2024,8,15,16,2,310,4.1,NA,NA,NA,NA,NA,1017.7,11.7,12.2,NA,NA,NA
"5357",2024,8,15,17,2,330,4.6,NA,NA,NA,NA,NA,1018,11.8,12.2,NA,NA,NA
"5358",2024,8,15,18,2,300,5.1,NA,NA,NA,NA,NA,1017.9,12.9,12.4,NA,NA,NA
"5359",2024,8,15,19,2,270,5.1,NA,NA,NA,NA,NA,1018,13,12.6,NA,NA,NA
"5360",2024,8,15,20,12,280,5.7,NA,NA,NA,NA,NA,1017.4,13.6,12.7,NA,NA,NA
"5361",2024,8,15,21,12,270,8.2,NA,NA,NA,NA,NA,1016.5,13.9,12.8,NA,NA,NA
"5362",2024,8,15,22,12,290,8.8,NA,NA,NA,NA,NA,1015.7,14.5,12.8,NA,NA,NA
"5363",2024,8,15,23,12,290,9.8,NA,NA,NA,NA,NA,1014.8,14.7,12.6,NA,NA,NA
"5364",2024,8,16,0,12,290,10.3,NA,NA,NA,NA,NA,1014.2,15,12.5,NA,NA,NA
"5365",2024,8,16,1,12,290,9.3,NA,NA,NA,NA,NA,1014,14.8,12.5,NA,NA,NA
"5366",2024,8,16,2,12,290,8.8,NA,NA,NA,NA,NA,1013.8,14.5,12.5,NA,NA,NA
"5367",2024,8,16,3,12,290,9.3,NA,NA,NA,NA,NA,1013.9,14,12.4,NA,NA,NA
"5368",2024,8,16,4,12,290,8.2,NA,NA,NA,NA,NA,1014.7,13.6,12.3,NA,NA,NA
"5369",2024,8,16,5,12,290,6.7,NA,NA,NA,NA,NA,1014.8,13.4,12.3,NA,NA,NA
"5370",2024,8,16,6,12,280,6.7,NA,NA,NA,NA,NA,1014.6,13.2,12.2,NA,NA,NA
"5371",2024,8,16,7,12,280,5.7,NA,NA,NA,NA,NA,1014.5,13,12.2,NA,NA,NA
"5372",2024,8,16,8,12,270,7.2,NA,NA,NA,NA,NA,1014,13,12.2,NA,NA,NA
"5373",2024,8,16,9,12,270,4.1,NA,NA,NA,NA,NA,1014.2,12.9,12.2,NA,NA,NA
"5374",2024,8,16,10,12,310,6.7,NA,NA,NA,NA,NA,1013.7,12.8,12.2,NA,NA,NA
"5375",2024,8,16,11,12,310,2.6,NA,NA,NA,NA,NA,1013.7,12.4,12.1,NA,NA,NA
"5376",2024,8,16,12,12,320,4.1,NA,NA,NA,NA,NA,1013.7,12,12.1,NA,NA,NA
"5377",2024,8,16,13,12,320,2.1,NA,NA,NA,NA,NA,1014.5,12,12.1,NA,NA,NA
"5378",2024,8,16,14,12,340,2.1,NA,NA,NA,NA,NA,1014.9,11.7,12.1,NA,NA,NA
"5379",2024,8,16,15,12,350,2.1,NA,NA,NA,NA,NA,1015.4,11.7,12.1,NA,NA,NA
"5380",2024,8,16,16,12,0,0,NA,NA,NA,NA,NA,1016,11.8,12.1,NA,NA,NA
"5381",2024,8,16,17,12,0,0,NA,NA,NA,NA,NA,1016.3,12.1,12.4,NA,NA,NA
"5382",2024,8,16,18,12,230,1.5,NA,NA,NA,NA,NA,1015.4,12.4,12.5,NA,NA,NA
"5383",2024,8,16,19,12,250,3.1,NA,NA,NA,NA,NA,1015.1,13.4,12.5,NA,NA,NA
"5384",2024,8,16,20,12,250,4.6,NA,NA,NA,NA,NA,1014.8,13.7,13,NA,NA,NA
"5385",2024,8,16,21,12,260,6.7,NA,NA,NA,NA,NA,1014.1,13.8,13.2,NA,NA,NA
"5386",2024,8,16,22,12,290,6.7,NA,NA,NA,NA,NA,1013.5,14.1,13,NA,NA,NA
"5387",2024,8,16,23,12,290,8.8,NA,NA,NA,NA,NA,1012.3,14.2,13.1,NA,NA,NA
"5388",2024,8,17,0,12,300,8.8,NA,NA,NA,NA,NA,1012.3,14.9,12.6,NA,NA,NA
"5389",2024,8,17,1,12,290,8.2,NA,NA,NA,NA,NA,1011.9,14.6,12.6,NA,NA,NA
"5390",2024,8,17,2,12,300,8.2,NA,NA,NA,NA,NA,1011.8,14.8,12.6,NA,NA,NA
"5391",2024,8,17,3,12,310,6.7,NA,NA,NA,NA,NA,1012.2,14.3,12.6,NA,NA,NA
"5392",2024,8,17,4,12,300,5.7,NA,NA,NA,NA,NA,1012.7,13.8,12.4,NA,NA,NA
"5393",2024,8,17,5,12,290,4.6,NA,NA,NA,NA,NA,1013.1,13.5,12.4,NA,NA,NA
"5394",2024,8,17,6,12,270,4.6,NA,NA,NA,NA,NA,1012.8,13.1,12.3,NA,NA,NA
"5395",2024,8,17,7,12,300,3.6,NA,NA,NA,NA,NA,1012.8,13,12.4,NA,NA,NA
"5396",2024,8,17,8,12,280,3.6,NA,NA,NA,NA,NA,1012.8,12.5,12.4,NA,NA,NA
"5397",2024,8,17,9,12,280,3.6,NA,NA,NA,NA,NA,1012.7,12.9,12.5,NA,NA,NA
"5398",2024,8,17,10,12,250,3.1,NA,NA,NA,NA,NA,1012.7,12.8,12.4,NA,NA,NA
"5399",2024,8,17,11,12,290,3.1,NA,NA,NA,NA,NA,1012.6,12.7,12.4,NA,NA,NA
"5400",2024,8,17,12,12,310,2.1,NA,NA,NA,NA,NA,1012.5,12.5,12.4,NA,NA,NA
"5401",2024,8,17,13,12,0,0,NA,NA,NA,NA,NA,1013,12.2,12.4,NA,NA,NA
"5402",2024,8,17,14,12,320,1,NA,NA,NA,NA,NA,1013.2,12.4,12.4,NA,NA,NA
"5403",2024,8,17,15,12,0,0,NA,NA,NA,NA,NA,1013.6,12.6,12.4,NA,NA,NA
"5404",2024,8,17,16,12,210,1,NA,NA,NA,NA,NA,1014.2,12.8,12.5,NA,NA,NA
"5405",2024,8,17,17,12,170,2.6,NA,NA,NA,NA,NA,1014.8,13.3,12.6,NA,NA,NA
"5406",2024,8,17,18,12,150,3.6,NA,NA,NA,NA,NA,1014.9,13.4,12.9,NA,NA,NA
"5407",2024,8,17,19,12,150,3.1,NA,NA,NA,NA,NA,1015,14,13.2,NA,NA,NA
"5408",2024,8,17,20,12,200,3.6,NA,NA,NA,NA,NA,1015.3,14.6,13.3,NA,NA,NA
"5409",2024,8,17,21,12,200,3.1,NA,NA,NA,NA,NA,1015.1,15.3,13.5,NA,NA,NA
"5410",2024,8,17,22,12,230,3.1,NA,NA,NA,NA,NA,1015,15.1,13.8,NA,NA,NA
"5411",2024,8,17,23,12,230,4.1,NA,NA,NA,NA,NA,1014.7,14.6,13.5,NA,NA,NA
"5412",2024,8,18,0,12,220,2.6,NA,NA,NA,NA,NA,1014.7,14.6,13.4,NA,NA,NA
"5413",2024,8,18,1,12,190,3.1,NA,NA,NA,NA,NA,1014.2,14.3,13.9,NA,NA,NA
"5414",2024,8,18,2,12,240,4.1,NA,NA,NA,NA,NA,1014.3,14.3,13.6,NA,NA,NA
"5415",2024,8,18,3,12,280,2.6,NA,NA,NA,NA,NA,1014.1,14,13.1,NA,NA,NA
"5416",2024,8,18,4,12,250,2.1,NA,NA,NA,NA,NA,1014.7,13.7,13.2,NA,NA,NA
"5417",2024,8,18,5,12,310,4.6,NA,NA,NA,NA,NA,1014.7,13.6,13.2,NA,NA,NA
"5418",2024,8,18,6,12,290,4.1,NA,NA,NA,NA,NA,1014.8,13.7,13.1,NA,NA,NA
"5419",2024,8,18,7,12,300,3.6,NA,NA,NA,NA,NA,1014.6,13.7,13,NA,NA,NA
"5420",2024,8,18,8,12,270,2.1,NA,NA,NA,NA,NA,1014.3,13.3,12.8,NA,NA,NA
"5421",2024,8,18,9,12,330,2.1,NA,NA,NA,NA,NA,1014.5,13.2,13,NA,NA,NA
"5422",2024,8,18,10,12,350,2.1,NA,NA,NA,NA,NA,1014.6,13.3,12.9,NA,NA,NA
"5423",2024,8,18,12,12,300,2.6,NA,NA,NA,NA,NA,1014.5,13,12.8,NA,NA,NA
"5424",2024,8,18,13,12,340,1.5,NA,NA,NA,NA,NA,1014.8,13.1,12.7,NA,NA,NA
"5425",2024,8,18,14,12,310,1,NA,NA,NA,NA,NA,1015.4,12.4,12.7,NA,NA,NA
"5426",2024,8,18,15,12,0,0,NA,NA,NA,NA,NA,1016.6,12.8,12.7,NA,NA,NA
"5427",2024,8,18,16,12,0,0,NA,NA,NA,NA,NA,1016.3,13.2,12.8,NA,NA,NA
"5428",2024,8,18,17,12,260,1,NA,NA,NA,NA,NA,1016.7,13.1,12.9,NA,NA,NA
"5429",2024,8,18,19,12,270,3.6,NA,NA,NA,NA,NA,1016.5,13.3,13.7,NA,NA,NA
"5430",2024,8,18,20,12,260,4.1,NA,NA,NA,NA,NA,1015.9,13.4,13.6,NA,NA,NA
"5431",2024,8,18,21,12,270,6.7,NA,NA,NA,NA,NA,1015.4,13.9,13.4,NA,NA,NA
"5432",2024,8,18,22,12,270,7.2,NA,NA,NA,NA,NA,1014.8,14.2,13.3,NA,NA,NA
"5433",2024,8,18,23,12,280,9.3,NA,NA,NA,NA,NA,1014.3,14,13.2,NA,NA,NA
"5434",2024,8,19,0,12,280,8.2,NA,NA,NA,NA,NA,1014,14.1,13.1,NA,NA,NA
"5435",2024,8,19,1,12,280,9.8,NA,NA,NA,NA,NA,1013.6,14.8,12.9,NA,NA,NA
"5436",2024,8,19,2,12,280,9.3,NA,NA,NA,NA,NA,1013.7,14.9,12.7,NA,NA,NA
"5437",2024,8,19,3,12,290,9.3,NA,NA,NA,NA,NA,1013.8,14.6,12.5,NA,NA,NA
"5438",2024,8,19,5,12,310,4.1,NA,NA,NA,NA,NA,1015.4,13.4,12.4,NA,NA,NA
"5439",2024,8,19,6,12,310,4.6,NA,NA,NA,NA,NA,1015.7,13.1,12.5,NA,NA,NA
"5440",2024,8,19,8,12,310,2.1,NA,NA,NA,NA,NA,1015.7,12.7,12.5,NA,NA,NA
"5441",2024,8,19,9,12,240,3.1,NA,NA,NA,NA,NA,1015.8,13.3,12.5,NA,NA,NA
"5442",2024,8,19,10,12,290,3.6,NA,NA,NA,NA,NA,1015.6,13.4,12.4,NA,NA,NA
"5443",2024,8,19,11,12,280,3.6,NA,NA,NA,NA,NA,1015.5,12.7,12.4,NA,NA,NA
"5444",2024,8,19,12,12,320,3.6,NA,NA,NA,NA,NA,1015.7,12.9,12.5,NA,NA,NA
"5445",2024,8,19,13,12,280,3.6,NA,NA,NA,NA,NA,1016,12.7,12.5,NA,NA,NA
"5446",2024,8,19,14,12,290,3.6,NA,NA,NA,NA,NA,1016.5,12.3,12.5,NA,NA,NA
"5447",2024,8,19,15,12,310,1.5,NA,NA,NA,NA,NA,1017.2,12.3,12.6,NA,NA,NA
"5448",2024,8,19,16,12,290,3.6,NA,NA,NA,NA,NA,1017.7,12.7,12.6,NA,NA,NA
